Date,Fiscal Year,Fiscal Quarter,Fiscal Period,Fiscal Year-Quarter,Fiscal Year-Period,Fiscal Year Sort,Fiscal Quarter Sort,Fiscal Period Sort,Fiscal Year-Quarter Sort,Fiscal Year-Period Sort
03-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
04-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
05-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
06-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
07-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
08-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
09-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
10-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
11-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
12-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
13-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
14-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
15-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
16-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
17-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
18-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
19-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
20-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
21-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
22-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
23-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
24-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
25-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
26-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
27-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
28-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
29-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
30-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
31-Dec-20,2020,Q4,P12,2020-Q4,2020-P12,3,4,1,9,25
01-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
02-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
03-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
04-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
05-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
06-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
07-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
08-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
09-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
10-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
11-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
12-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
13-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
14-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
15-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
16-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
17-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
18-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
19-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
20-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
21-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
22-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
23-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
24-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
25-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
26-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
27-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
28-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
29-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
30-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
31-Jan-21,2021,Q1,P1,2021-Q1,2021-P1,2,1,12,8,24
01-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
02-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
03-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
04-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
05-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
06-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
07-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
08-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
09-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
10-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
11-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
12-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
13-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
14-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
15-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
16-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
17-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
18-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
19-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
20-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
21-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
22-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
23-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
24-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
25-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
26-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
27-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
28-Feb-21,2021,Q1,P2,2021-Q1,2021-P2,2,1,11,8,23
01-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
02-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
03-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
04-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
05-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
06-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
07-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
08-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
09-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
10-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
11-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
12-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
13-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
14-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
15-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
16-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
17-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
18-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
19-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
20-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
21-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
22-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
23-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
24-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
25-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
26-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
27-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
28-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
29-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
30-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
31-Mar-21,2021,Q1,P3,2021-Q1,2021-P3,2,1,10,8,22
01-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
02-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
03-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
04-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
05-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
06-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
07-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
08-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
09-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
10-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
11-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
12-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
13-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
14-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
15-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
16-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
17-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
18-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
19-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
20-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
21-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
22-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
23-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
24-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
25-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
26-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
27-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
28-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
29-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
30-Apr-21,2021,Q2,P4,2021-Q2,2021-P4,2,2,9,7,21
01-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
02-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
03-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
04-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
05-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
06-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
07-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
08-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
09-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
10-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
11-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
12-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
13-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
14-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
15-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
16-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
17-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
18-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
19-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
20-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
21-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
22-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
23-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
24-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
25-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
26-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
27-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
28-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
29-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
30-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
31-May-21,2021,Q2,P5,2021-Q2,2021-P5,2,2,8,7,20
01-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
02-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
03-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
04-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
05-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
06-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
07-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
08-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
09-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
10-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
11-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
12-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
13-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
14-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
15-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
16-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
17-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
18-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
19-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
20-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
21-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
22-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
23-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
24-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
25-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
26-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
27-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
28-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
29-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
30-Jun-21,2021,Q2,P6,2021-Q2,2021-P6,2,2,7,7,19
01-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
02-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
03-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
04-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
05-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
06-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
07-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
08-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
09-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
10-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
11-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
12-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
13-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
14-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
15-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
16-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
17-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
18-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
19-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
20-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
21-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
22-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
23-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
24-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
25-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
26-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
27-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
28-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
29-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
30-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
31-Jul-21,2021,Q3,P7,2021-Q3,2021-P7,2,3,6,6,18
01-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
02-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
03-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
04-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
05-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
06-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
07-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
08-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
09-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
10-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
11-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
12-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
13-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
14-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
15-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
16-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
17-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
18-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
19-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
20-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
21-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
22-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
23-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
24-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
25-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
26-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
27-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
28-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
29-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
30-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
31-Aug-21,2021,Q3,P8,2021-Q3,2021-P8,2,3,5,6,17
01-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
02-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
03-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
04-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
05-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
06-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
07-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
08-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
09-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
10-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
11-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
12-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
13-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
14-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
15-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
16-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
17-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
18-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
19-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
20-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
21-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
22-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
23-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
24-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
25-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
26-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
27-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
28-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
29-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
30-Sep-21,2021,Q3,P9,2021-Q3,2021-P9,2,3,4,6,16
01-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
02-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
03-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
04-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
05-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
06-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
07-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
08-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
09-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
10-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
11-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
12-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
13-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
14-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
15-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
16-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
17-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
18-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
19-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
20-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
21-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
22-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
23-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
24-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
25-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
26-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
27-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
28-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
29-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
30-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
31-Oct-21,2021,Q4,P10,2021-Q4,2021-P10,2,4,3,5,15
01-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
02-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
03-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
04-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
05-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
06-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
07-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
